School,Room,Tag#,Type,Brand,Model Number,Serial Number,PO#,Vendor,Price,Funds,Purchase Date,Disposal Date
Lake Road Elementary,1 to 1,54606,Laptop,Lenovo,100e 2nd Gen,R910L5KM,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54607,Laptop,Lenovo,100e 2nd Gen,R910MVNT,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54608,Laptop,Lenovo,100e 2nd Gen,R910MVNB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54609,Laptop,Lenovo,100e 2nd Gen,R910MVP1,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54611,Laptop,Lenovo,100e 2nd Gen,R910MBNP,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54614,Laptop,Lenovo,100e 2nd Gen,R910MBM8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54617,Laptop,Lenovo,100e 2nd Gen,R910MVKG,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54619,Laptop,Lenovo,100e 2nd Gen,R910MVN4,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54622,Laptop,Lenovo,100e 2nd Gen,R910MVML,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54623,Laptop,Lenovo,100e 2nd Gen,R910MBMH,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54624,Laptop,Lenovo,100e 2nd Gen,R910MBQT,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54629,Laptop,Lenovo,100e 2nd Gen,R910MVKL,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54631,Laptop,Lenovo,100e 2nd Gen,R910MBMB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54632,Laptop,Lenovo,100e 2nd Gen,R910MVHP,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54633,Laptop,Lenovo,100e 2nd Gen,R910MBPN,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54636,Laptop,Lenovo,100e 2nd Gen,R910MBGQ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54638,Laptop,Lenovo,100e 2nd Gen,R910L6L3,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54639,Laptop,Lenovo,100e 2nd Gen,R910MBPC,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54642,Laptop,Lenovo,100e 2nd Gen,R910MVJN,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54644,Laptop,Lenovo,100e 2nd Gen,R910MBKJ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54645,Laptop,Lenovo,100e 2nd Gen,R910MBPP,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54646,Laptop,Lenovo,100e 2nd Gen,R910MVKS,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54647,Laptop,Lenovo,100e 2nd Gen,R910MVKT,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54649,Laptop,Lenovo,100e 2nd Gen,R910MVNA,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54650,Laptop,Lenovo,100e 2nd Gen,R910MVNH,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54651,Laptop,Lenovo,100e 2nd Gen,R910MBL4,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54652,Laptop,Lenovo,100e 2nd Gen,R910MVNE,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54655,Laptop,Lenovo,100e 2nd Gen,R910MBF7,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54656,Laptop,Lenovo,100e 2nd Gen,R910MBEX,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54658,Laptop,Lenovo,100e 2nd Gen,R910MBG3,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54665,Laptop,Lenovo,100e 2nd Gen,R910M5T5,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54718,Laptop,Lenovo,100e 2nd Gen,R910MWA2,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54723,Laptop,Lenovo,100e 2nd Gen,R910M5YA,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54743,Laptop,Lenovo,100e 2nd Gen,R910MVTY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54786,Laptop,Lenovo,100e 2nd Gen,R910MVYG,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54876,Laptop,Lenovo,100e 2nd Gen,R910MVQ5,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54910,Laptop,Lenovo,100e 2nd Gen,R910MBPG,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54914,Laptop,Lenovo,100e 2nd Gen,R910MBMZ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54936,Laptop,Lenovo,100e 2nd Gen,R910MVH7,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,B10,52989,Document Camera,Hovercam,Ultra 8,UT8201119547E5D,95640,Central Technologies Inc,445,Reopening and Programmatic Supports Grant,5/20/2021,0000-00-00
Lake Road Elementary,B1,52990,Printer,Brother,HL-L5100DN,U64219M0N229406,220764,Central Technologies Inc,199,General Purpose,8/7/2019,0000-00-00
Lake Road Elementary,B1,52991,Document Camera,Hovercam,Ultra 8,UT82011159883C7,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
Lake Road Elementary,B5,52994,Document Camera,HoverCam,Ultra 8,UT8201119577BBB,95640,"Central Technologies, Inc",445,Reopening and Programmatic Supports Grant,5/20/2021,0000-00-00
Lake Road Elementary,A3,55483,Smart Board,Newline ,S044P621,JW621XXA700624,95500,Howard Technology Solutions,3125,Federal Projects,12/11/2020,0000-00-00
Lake Road Elementary,B21,55484,Smart Board,NewLine,S044P621,JW621XXA700669,95500,Howard Technologies Solutions,3125,Federal Projects,12/11/2020,0000-00-00
Lake Road Elementary,A1,51498,Smart Board,New Line,S044P621,JW621XXA700437,95500,Howard Technology Solutions,3125,Federal Projects,12/11/2020,0000-00-00
Lake Road Elementary,B51,55489,Projector,Epson,W49,X8B71401811,223425,Central Technologies Inc,443.25,General Purpose,5/7/2021,0000-00-00
Lake Road Elementary,B20,52522,Tablet,Apple,iPad 7th Gen,GG7CQ2DPMF3R,222053,Apple,508,Pre K,6/5/2020,0000-00-00
Lake Road Elementary,1 to 1,55089,Laptop,Lenovo,100e 2nd Gen,R912Y69Y,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55131,Laptop,Lenovo,100e 2nd Gen,R912Z9EJ,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55172,Laptop,Lenovo,100e 2nd Gen,R912Z9HW,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55185,Laptop,Lenovo,100e 2nd Gen,R912Y6AY,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55191,Laptop,Lenovo,100e 2nd Gen,R912Y62D,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55225,Laptop,Lenovo,100e 2nd Gen,R912Y64F,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55228,Laptop,Lenovo,100e 2nd Gen,R912Y67J,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55229,Laptop,Lenovo,100e 2nd Gen,R912Y65C,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55244,Laptop,Lenovo,100e 2nd Gen,R912Y672,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55249,Laptop,Lenovo,100e 2nd Gen,R912Y671,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55250,Laptop,Lenovo,100e 2nd Gen,R912Y685,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55255,Laptop,Lenovo,100e 2nd Gen,R912Y633,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55256,Laptop,Lenovo,100e 2nd Gen,R912Z9EB,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55258,Laptop,Lenovo,100e 2nd Gen,R912Z9L1,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55259,Laptop,Lenovo,100e 2nd Gen,R912Z9CP,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55260,Laptop,Lenovo,100e 2nd Gen,R912Z9AL,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55261,Laptop,Lenovo,100e 2nd Gen,R912Z9KV,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55262,Laptop,Lenovo,100e 2nd Gen,R912Z9F9,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55263,Laptop,Lenovo,100e 2nd Gen,R912Z9MY,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55264,Laptop,Lenovo,100e 2nd Gen,R912Z9NH,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55265,Laptop,Lenovo,100e 2nd Gen,R912Y697,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55266,Laptop,Lenovo,100e 2nd Gen,R912Y69C,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55267,Laptop,Lenovo,100e 2nd Gen,R912Y67K,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55268,Laptop,Lenovo,100e 2nd Gen,R912Y6AF,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55271,Laptop,Lenovo,100e 2nd Gen,R912Z9NQ,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55272,Laptop,Lenovo,100e 2nd Gen,R912Z9LE,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55273,Laptop,Lenovo,100e 2nd Gen,R912Z99K,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55276,Laptop,Lenovo,100e 2nd Gen,R912Y6B8,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55277,Laptop,Lenovo,100e 2nd Gen,R912Y626,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55280,Laptop,Lenovo,100e 2nd Gen,R912Y583,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55281,Laptop,Lenovo,100e 2nd Gen,R912Y56J,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55282,Laptop,Lenovo,100e 2nd Gen,R912Y588,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55283,Laptop,Lenovo,100e 2nd Gen,R912Y560,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55284,Laptop,Lenovo,100e 2nd Gen,R912Y56M,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55285,Laptop,Lenovo,100e 2nd Gen,R912Y5E1,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55286,Laptop,Lenovo,100e 2nd Gen,R912Y587,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55287,Laptop,Lenovo,100e 2nd Gen,R912Y64T,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55288,Laptop,Lenovo,100e 2nd Gen,R912Y56A,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55291,Laptop,Lenovo,100e 2nd Gen,R912Y575,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55292,Laptop,Lenovo,100e 2nd Gen,R912Y5BY,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55293,Laptop,Lenovo,100e 2nd Gen,R912Y5CB,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55294,Laptop,Lenovo,100e 2nd Gen,R912Z9NS,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55295,Laptop,Lenovo,100e 2nd Gen,R912Z9DP,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55299,Laptop,Lenovo,100e 2nd Gen,R912Y55X,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55300,Laptop,Lenovo,100e 2nd Gen,R912Y56F,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55301,Laptop,Lenovo,100e 2nd Gen,R912Y55E,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55302,Laptop,Lenovo,100e 2nd Gen,R912Y561,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55303,Laptop,Lenovo,100e 2nd Gen,R912Y574,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55304,Laptop,Lenovo,100e 2nd Gen,R912Y5EC,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55305,Laptop,Lenovo,100e 2nd Gen,R912Y57T,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55306,Laptop,Lenovo,100e 2nd Gen,R912Y5C7,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55307,Laptop,Lenovo,100e 2nd Gen,R912Y5CC,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55309,Laptop,Lenovo,100e 2nd Gen,R912Z9GB,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55311,Laptop,Lenovo,100e 2nd Gen,R912Z9CW,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55312,Laptop,Lenovo,100e 2nd Gen,R912Y56S,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55313,Laptop,Lenovo,100e 2nd Gen,R912Y55M,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55314,Laptop,Lenovo,100e 2nd Gen,R912Y569,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55315,Laptop,Lenovo,100e 2nd Gen,R912Y55L,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55317,Laptop,Lenovo,100e 2nd Gen,R912Y63P,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55318,Laptop,Lenovo,100e 2nd Gen,R912Y56E,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55319,Laptop,Lenovo,100e 2nd Gen,R912Y57G,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55320,Laptop,Lenovo,100e 2nd Gen,R912Y55G,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55322,Laptop,Lenovo,100e 2nd Gen,R912Y577,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55323,Laptop,Lenovo,100e 2nd Gen,R912Y55J,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55324,Laptop,Lenovo,100e 2nd Gen,R912Y5E6,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55325,Laptop,Lenovo,100e 2nd Gen,R912Y56L,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55326,Laptop,Lenovo,100e 2nd Gen,R912Y55D,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55328,Laptop,Lenovo,100e 2nd Gen,R912Y57P,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55329,Laptop,Lenovo,100e 2nd Gen,R912Y58D,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55330,Laptop,Lenovo,100e 2nd Gen,R912Y5E3,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55335,Laptop,Lenovo,100e 2nd Gen,R912Y57N,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55338,Laptop,Lenovo,100e 2nd Gen,R912Y57D,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55339,Laptop,Lenovo,100e 2nd Gen,R912Y5DF,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55340,Laptop,Lenovo,100e 2nd Gen,R912Y5DS,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55341,Laptop,Lenovo,100e 2nd Gen,R912Y5DL,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55342,Laptop,Lenovo,100e 2nd Gen,R912Y5DB,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55343,Laptop,Lenovo,100e 2nd Gen,R912Y5DH,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55344,Laptop,Lenovo,100e 2nd Gen,R912Y589,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55346,Laptop,Lenovo,100e 2nd Gen,R912Y57L,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55347,Laptop,Lenovo,100e 2nd Gen,R912Y56B,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55348,Laptop,Lenovo,100e 2nd Gen,R912Y57S,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55349,Laptop,Lenovo,100e 2nd Gen,R912Y677,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55350,Laptop,Lenovo,100e 2nd Gen,R912Y66G,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55351,Laptop,Lenovo,100e 2nd Gen,R912Y63N,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55353,Laptop,Lenovo,100e 2nd Gen,R912Y5DQ,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55354,Laptop,Lenovo,100e 2nd Gen,R912Y57J,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55355,Laptop,Lenovo,100e 2nd Gen,R912Y5DC,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55357,Laptop,Lenovo,100e 2nd Gen,R912Y5ED,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55358,Laptop,Lenovo,100e 2nd Gen,R912Y562,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55359,Laptop,Lenovo,100e 2nd Gen,R912Y5DG,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55360,Laptop,Lenovo,100e 2nd Gen,R912Y632,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55361,Laptop,Lenovo,100e 2nd Gen,R912Y5D5,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55362,Laptop,Lenovo,100e 2nd Gen,R912Y676,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55363,Laptop,Lenovo,100e 2nd Gen,R912Y62H,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55364,Laptop,Lenovo,100e 2nd Gen,R912Y625,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55365,Laptop,Lenovo,100e 2nd Gen,R912Y6BA,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55367,Laptop,Lenovo,100e 2nd Gen,R912Y6AM,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55369,Laptop,Lenovo,100e 2nd Gen,R912Y66F,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55371,Laptop,Lenovo,100e 2nd Gen,R912Y67N,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55372,Laptop,Lenovo,100e 2nd Gen,R912Y57M,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55419,Laptop,Lenovo,100e 2nd Gen,R912Y57Y,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,1 to 1,55439,Laptop,Lenovo,100e 2nd Gen,R912Y695,95396,"CDW Government, Inc.",292,ESSER 1.0,8/23/2021,0000-00-00
Lake Road Elementary,C7,55897,Printer,Brother,HL-L5100DN,U64219E1N333845,223744,CDW-G,174.14,General Purpose,8/10/2021,0000-00-00
Lake Road Elementary,Asst Principal,55940,Printer,Brother,HL-L8260CDW,U64641G1F411629,95732,Connection,315.03,Title I,9/10/2021,0000-00-00
Lake Road Elementary,Principal,55939,Printer,Brother,HL-L8260CDW,U64641G1F411656,95732,Connection,315.03,Title I,9/10/2021,0000-00-00
Lake Road Elementary,1 to 1,56267,Laptop,Lenovo,100e 2nd Gen,R9136RX9,95349,"CDW Government, Inc.",207,ESSER 1.0,1/12/2022,0000-00-00
Lake Road Elementary,Nurse,55941,Laptop,Lenovo,ThinkPad L13 Yoga Gen 2,PW00MQ15,95737,"Central Technologies, Inc",953,ELC Grant,9/13/2021,0000-00-00
Lake Road Elementary,Nurse,55961,Printer,Brother,MFC-L8900CDW, U64646J1F745018,95738,Connection,953.33,ELC Grant,9/13/2021,0000-00-00
Lake Road Elementary,Nurse,55963,Monitor,ViewSonic,VX3276-mhd,V9X2120C0105,95660,"Central Technologies, Inc",340.12,ELC Grant,9/13/2021,0000-00-00
Lake Road Elementary,Nurse,55962,Docking Station,Lenovo,USB-C Dock Gen2,ZKT1C8LR,95737,"Central Technologies, Inc",199.99,ELC Grant,9/13/2021,0000-00-00
Lake Road Elementary,B12,56270,Projector,Epson,PowerLite W39,X4YQ0100204,221614,Central Technologies Inc,479,General Purpose,2/7/2020,0000-00-00
Lake Road Elementary,B7,55564,Laptop,Levono,ThinkPad L13 Yoga Gen 2,R913W6Q5,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
Lake Road Elementary,B4,55747,Laptop,Levono,ThinkPad L13 Yoga Gen 2,R913W6T3,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
